STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,DONOR,Donor,RECIPIENT,Recipient,SECTOR,Sector,MEASURE,Measure,CHANNEL,Channel,MODALITY,Modality,FLOW_TYPE,Flow type,PRICE_BASE,Price base,MD_DIM,Drilldown dimension,MD_ID,Microdata ID,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,DONOR_AGENCY,Donor agency,OECD_ID,OECD ID,DONOR_PROJECT_ID,Donor project ID,REGION,Region,INCOME_GROUP,Income group,CHANNELDELIVERY_CODE,Channel of delivery code,CHANNELDELIVERY_NAME,Channel of delivery name,CATEGORY_CODE,Category code,CATEGORY_NAME,Category name,FINANCETYPE_CODE,FinanceType code,FINANCETYPE_NAME,FinanceType name,BIMULTI_CODE,BiMulti code,SHORT_DESCRIPTION,Short description,PROJECT_TITLE,Project title,LONG_DESCRIPTION,Long description,SDG_FOCUS,SDG focus,GENDER_EQUALITY,Gender equality,ENVIRONMENT,Environment,GOVERNANCE,Governance,RMNCH,RMNCH,DRR,DRR,NUTRITION,Nutrition,DISABILITY,Disability,BIODIVERSITY,Biodiversity,CLIMATE_MITIGATION,Climate mitigation,CLIMATE_ADAPTATION,Climate adaptation,DESERTIFICATION,Desertification,AMOUNT_TIED,Amount tied,AMOUNT_UNTIED,Amount untied,AMOUNT_PARTIALLY_UNTIED,Amount partially untied,NATURE_OF_SUBMISSION,Nature of submission,PSIFLAG_CODE,PSI flag,PSIFLAG_NAME,PSI Flag name
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,CAN,Canada,ARG,Argentina,150,Government and civil society,11,ODA Grants,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.092075,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,CAN,Canada,ARG,Argentina,400,Multi-sector / Cross-cutting,11,ODA Grants,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.149977,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,AUS,Australia,ARG,Argentina,110,Education,11,ODA Grants,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.000139,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,AUT,Austria,ARG,Argentina,310,"Agriculture, forestry, fishing",11,ODA Grants,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.188928,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,AUT,Austria,ARG,Argentina,160,Other social infrastructure and services,11,ODA Grants,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.117133,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,AUT,Austria,ARG,Argentina,310,"Agriculture, forestry, fishing",11,ODA Grants,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.164103,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,DEU,Germany,ARG,Argentina,120,Health,11,ODA Grants,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.024085,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,DEU,Germany,ARG,Argentina,400,Multi-sector / Cross-cutting,11,ODA Grants,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.321254,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,DEU,Germany,ARG,Argentina,120,Health,11,ODA Grants,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.106846,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,IRL,Ireland,ARG,Argentina,310,"Agriculture, forestry, fishing",100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.009732,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,IRL,Ireland,ARG,Argentina,150,Government and civil society,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.008651,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,DEU,Germany,ARG,Argentina,310,"Agriculture, forestry, fishing",100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.008519,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,DEU,Germany,ARG,Argentina,120,Health,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.024085,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,DEU,Germany,ARG,Argentina,160,Other social infrastructure and services,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.091997,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,DEU,Germany,ARG,Argentina,150,Government and civil society,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.264025,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,DEU,Germany,ARG,Argentina,400,Multi-sector / Cross-cutting,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.321254,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,DEU,Germany,ARG,Argentina,120,Health,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.106846,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,USA,United States,ARG,Argentina,150,Government and civil society,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.0409,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,USA,United States,ARG,Argentina,110,Education,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.155947,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,USA,United States,ARG,Argentina,310,"Agriculture, forestry, fishing",100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.303564,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,USA,United States,ARG,Argentina,400,Multi-sector / Cross-cutting,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.11635,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,USA,United States,ARG,Argentina,160,Other social infrastructure and services,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.365743,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,USA,United States,ARG,Argentina,150,Government and civil society,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.349337,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,USA,United States,ARG,Argentina,110,Education,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.094952,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,CZE,Czechia,ARG,Argentina,230,Energy,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.022525,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,AUT,Austria,ARG,Argentina,310,"Agriculture, forestry, fishing",100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.164103,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,GBR,United Kingdom,ARG,Argentina,150,Government and civil society,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.006639,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,CHE,Switzerland,ARG,Argentina,400,Multi-sector / Cross-cutting,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.001336,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,CHE,Switzerland,ARG,Argentina,160,Other social infrastructure and services,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.005565,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,CHE,Switzerland,ARG,Argentina,120,Health,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.01113,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,CHE,Switzerland,ARG,Argentina,150,Government and civil society,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.047301,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,CHE,Switzerland,ARG,Argentina,160,Other social infrastructure and services,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.003012,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,CHE,Switzerland,ARG,Argentina,120,Health,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.010959,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,SWE,Sweden,ARG,Argentina,130,Population policies/Programmes & reproductive health,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.228989,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,SWE,Sweden,ARG,Argentina,150,Government and civil society,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.063668,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,SWE,Sweden,ARG,Argentina,130,Population policies/Programmes & reproductive health,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.055192,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,SWE,Sweden,ARG,Argentina,150,Government and civil society,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.053353,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,ESP,Spain,ARG,Argentina,120,Health,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.0718,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,ESP,Spain,ARG,Argentina,110,Education,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.050561,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,ESP,Spain,ARG,Argentina,150,Government and civil society,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.265926,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,ESP,Spain,ARG,Argentina,120,Health,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.038353,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,ESP,Spain,ARG,Argentina,160,Other social infrastructure and services,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.038487,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,ESP,Spain,ARG,Argentina,150,Government and civil society,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.626506,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,SVK,Slovak Republic,ARG,Argentina,160,Other social infrastructure and services,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.005407,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,NZL,New Zealand,ARG,Argentina,400,Multi-sector / Cross-cutting,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.027515,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,NZL,New Zealand,ARG,Argentina,400,Multi-sector / Cross-cutting,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.042808,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,USA,United States,ARG,Argentina,400,Multi-sector / Cross-cutting,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.19783,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,USA,United States,ARG,Argentina,160,Other social infrastructure and services,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.780386,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,CAN,Canada,ARG,Argentina,130,Population policies/Programmes & reproductive health,100,Official Development Assistance,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2024,,0.157402,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,USA,United States,ARG,Argentina,400,Multi-sector / Cross-cutting,11,ODA Grants,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.19783,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,USA,United States,ARG,Argentina,310,"Agriculture, forestry, fishing",11,ODA Grants,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,1.537299,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),CRS: Creditor Reporting System (flows),I,USA,United States,ARG,Argentina,110,Education,11,ODA Grants,20000,NGOs & civil society,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2023,,0.094952,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
